id,role,avatar_url
6db3a2c3-08c2-4426-a408-63895f4324c1,admin1,https://chsmesvozsjcgrwuimld.supabase.co/storage/v1/object/public/avatars/6db3a2c3-08c2-4426-a408-63895f4324c1.png
8731ad3b-77c7-4cd7-bfe7-85ae740fe91f,admin1,https://chsmesvozsjcgrwuimld.supabase.co/storage/v1/object/public/avatars/Default.png
c83b1b75-1171-428f-92b7-cb483043b6b4,user0x,https://chsmesvozsjcgrwuimld.supabase.co/storage/v1/object/public/avatars/Default.png
f874f41c-2605-4803-ae57-5eadd3abf3d1,coachx7,https://chsmesvozsjcgrwuimld.supabase.co/storage/v1/object/public/avatars/Default.png
