channel_id,user_id,role
399f0be6-9caa-4c2a-9360-88c55830d93a,6db3a2c3-08c2-4426-a408-63895f4324c1,owner
399f0be6-9caa-4c2a-9360-88c55830d93a,8731ad3b-77c7-4cd7-bfe7-85ae740fe91f,member
b3d4d7ff-d43e-4b0d-8f92-7359b23fb5eb,c83b1b75-1171-428f-92b7-cb483043b6b4,member
b3d4d7ff-d43e-4b0d-8f92-7359b23fb5eb,f874f41c-2605-4803-ae57-5eadd3abf3d1,member
b4771ea7-067b-452e-b89e-28b06ce4a0b7,f874f41c-2605-4803-ae57-5eadd3abf3d1,member
c72605ee-1ac2-466b-b794-4fcafb6f1011,8731ad3b-77c7-4cd7-bfe7-85ae740fe91f,member
