id,role,avatar_url
1fa350a8-f3d5-44ce-be05-9ac444debc9e,user,
6db3a2c3-08c2-4426-a408-63895f4324c1,user,
c83b1b75-1171-428f-92b7-cb483043b6b4,user,
ead33317-cb6d-4ff2-b3b5-5dc69780dd5f,user,
f874f41c-2605-4803-ae57-5eadd3abf3d1,user,
